N_DISC,treatment_value_idx,EPOs_1,EPOs_2,true_effect
22,12,5.105721950531006,4.953192234039307,5.214285714285714
22,13,5.153708457946777,5.3645830154418945,5.357142857142858
22,14,5.4908905029296875,5.662864685058594,5.5
22,15,5.888524532318115,6.085729598999023,5.642857142857142
22,16,5.559489727020264,5.905755996704102,5.785714285714286
22,17,6.709992408752441,6.016913414001465,5.928571428571429
22,18,5.723379135131836,4.007307529449463,6.071428571428571
22,19,4.290497779846191,6.071587085723877,6.214285714285714
22,20,5.563206672668457,7.030857563018799,6.357142857142857
22,21,11.615516662597656,,6.5
23,0,,-1.634255051612854,3.5
23,1,4.285543918609619,4.285543918609619,3.6363636363636362
23,2,4.254797458648682,4.1953301429748535,3.7727272727272725
23,3,3.838736057281494,2.8689661026000977,3.909090909090909
23,4,3.514810562133789,3.5531280040740967,4.045454545454545
23,5,3.7553977966308594,4.336024761199951,4.181818181818182
23,6,4.46658182144165,3.9948389530181885,4.318181818181818
23,7,4.002919673919678,3.771726131439209,4.454545454545455
23,8,4.589237213134766,4.699946880340576,4.590909090909091
23,9,4.638151168823242,4.559447288513184,4.7272727272727275
23,10,4.549740791320801,4.527204990386963,4.863636363636363
23,11,5.043153285980225,5.178788661956787,5.0
23,12,5.044064044952393,4.9849114418029785,5.136363636363637
23,13,5.051446437835693,4.957441806793213,5.272727272727273
23,14,5.364363670349121,5.676419258117676,5.409090909090909
23,15,5.638749599456787,5.674138069152832,5.545454545454545
23,16,5.718671798706055,5.862195014953613,5.681818181818182
23,17,5.671158313751221,6.270102500915527,5.818181818181818
23,18,6.794885158538818,6.080605983734131,5.954545454545455
23,19,5.886054039001465,4.2136616706848145,6.090909090909091
23,20,4.629685878753662,6.08792781829834,6.227272727272727
23,21,6.03757381439209,7.312624454498291,6.363636363636363
23,22,11.61407470703125,,6.5
